id,me,tema,enunciado,alternativa_a,alternativa_b,alternativa_c,alternativa_d,correta,explicacao,justificativa_a,justificativa_b,justificativa_c,justificativa_d
sim-me2simuladofinal50questoeshtml-23,ME2,,"Caso clínico: Paciente de 55 anos, obeso mórbido (IMC 45 kg/m²), Mallampati III, pescoço curto, distância tireomentoniana de 5 cm, abertura oral normal. Programada colecistectomia laparoscópica eletiva. A laringoscopia direta inicial (MacIntosh 3) revela Cormack-Lehane IV.

Ponto 28 — Controle das Vias Aéreas Caso clínico: Paciente de 55 anos, obeso mórbido (IMC 45 kg/m²), Mallampati III, pescoço curto, distância tireomentoniana de 5 cm, abertura oral normal. Programada colecistectomia laparoscópica eletiva. A laringoscopia direta inicial (MacIntosh 3) revela Cormack-Lehane IV. 22. INTEGRADORA — Pontos 28 + 30Diante de via aérea difícil não antecipada com ventilação por máscara facial adequada, qual é a conduta mais indicada?",Realizar cricotireoidostomia de emergência imediatamente,Solicitar lâmina de MacIntosh 4 e repetir a laringoscopia sem outras intervenções,"Utilizar videolaringoscópio (ex.: GlideScope, C-MAC) como dispositivo de resgate, mantendo oxigenação e solicitando ajuda",Inserir máscara laríngea ProSeal e proceder a cirurgia sem intubação traqueal || E) Acordar o paciente e cancelar a cirurgia obrigatoriamente,C,"22 — C — Via aérea difícil não antecipada com ventilação mask adequada: usar videolaringoscópio como 1ª opção de resgate, pedir ajuda, manter oxigenação. Cricotireoidostomia apenas em CICO. Alternativa E preservada junto da D para compatibilidade.",,,,
sim-me2simuladofinal50questoeshtml-24,ME2,,"Ponto 28 — Controle das Vias Aéreas 23. Sobre a máscara laríngea (ML), assinale a alternativa INCORRETA:","A ML Proseal tem maior pressão de vedação e canal gástrico, sendo mais adequada para ventilação com pressão positiva",A ML clássica de 1ª geração é contraindicada em situações com pressão de via aérea > 20 cmH2O,A ML é considerada dispositivo definitivo de via aérea com proteção completa contra broncoaspiração,A ML pode ser usada como condutor para intubação orotraqueal com fibroscópio flexível || E) A ML i-gel (sem cuff inflável) tem perfil de silicone termoelástico que se molda à anatomia laríngea,C,23 — C — INCORRETA: ML NÃO é via aérea definitiva — não protege contra broncoaspiração. Dispositivo supraglótico sem cuff traqueal inflado; pacientes com estômago cheio têm risco persistente. Alternativa E preservada junto da D para compatibilidade.,,,,
sim-me2simuladofinal50questoeshtml-25,ME2,,"Caso clínico: Paciente de 35 anos, gestante de 32 semanas, traçado CANSAT (Cannot Intubate, Cannot Oxygenate — CICO) durante indução para cesariana de emergência. Ventilação com máscara impossível. LMA não mantém SpO2 acima de 80%.

Ponto 28 — Controle das Vias Aéreas Caso clínico: Paciente de 35 anos, gestante de 32 semanas, traçado CANSAT (Cannot Intubate, Cannot Oxygenate — CICO) durante indução para cesariana de emergência. Ventilação com máscara impossível. LMA não mantém SpO2 acima de 80%. 24. INTEGRADORA — Pontos 28 + 26Qual é a conduta imediata mais correta?",Realizar nova tentativa de laringoscopia direta com Cormack esperado melhor em gestante,"Acesso cirúrgico de via aérea (cricotireoidostomia) seguindo o algoritmo CICO, com base nas diretrizes DAS",Raquianestesia de emergência para cesárea enquanto aguarda o otorrinolaringologista,Mascarar com FiO2 100% e aguardar retorno da respiração espontânea || E) Reintroduzir succinilcolina para relaxamento adicional e nova tentativa,B,24 — B — Situação CICO: acesso cirúrgico de via aérea (cricotireoidostomia) é mandatório segundo algoritmo DAS. Nenhuma outra medida é adequada quando não há ventilação possível. Alternativa E preservada junto da D para compatibilidade.,,,,
sim-me2simuladofinal50questoeshtml-26,ME2,,"Caso clínico: Paciente de 72 anos, ASA III, submetido à ressecção de tumor de reto (cirurgia de 4h). O anestesiologista utiliza monitorização com BIS (Índice Bispectral).

Ponto 29 — Monitorização Caso clínico: Paciente de 72 anos, ASA III, submetido à ressecção de tumor de reto (cirurgia de 4h). O anestesiologista utiliza monitorização com BIS (Índice Bispectral). 25. Em relação ao BIS, é CORRETO afirmar:",Um BIS de 40–60 corresponde à inconsciência adequada para a maioria dos procedimentos cirúrgicos,O BIS tem alta especificidade para detectar consciência intraoperatória em todos os agentes anestésicos,O BIS é calculado a partir do eletrocardiograma processado digitalmente,Valores de BIS > 80 indicam anestesia profunda e risco de depressão cardiovascular || E) O BIS não é afetado por interferências elétricas do ambiente cirúrgico,A,25 — A — BIS 40–60: inconsciência adequada. BIS é derivado do EEG (não ECG). Valores > 80 = sedação leve/consciência; valores < 40 = anestesia profunda. Interferências elétricas (eletrocautério) afetam o sinal. Alternativa E preservada junto da D para compatibilidade.,,,,
sim-me2simuladofinal50questoeshtml-27,ME2,,"Ponto 29 — Monitorização 26. INTEGRADORA — Pontos 29 + 33Sobre o cateter de artéria pulmonar (Swan-Ganz) em cirurgia cardíaca, assinale a alternativa CORRETA:",A pressão de oclusão da artéria pulmonar (POAP) sempre reflete fidedignamente a pressão diastólica final do VE em todas as condições,O débito cardíaco medido por termodiluição pode ser superestimado na insuficiência tricúspide grave,O Swan-Ganz é considerado monitorização padrão obrigatória para todos os pacientes em cirurgia cardíaca pelas diretrizes atuais,A saturação venosa mista (SvO2) normal de 75% indica que extração de O2 tecidual está elevada || E) Pressão sistólica da artéria pulmonar < 15 mmHg indica hipertensão pulmonar leve,B,"26 — B — Termodiluição na IT grave: parte do injetado retorna pelo VD, superestimando o DC medido. SvO2 de 75% é normal (≈ consumo adequado). POAP não reflete sempre pressão de VE em hipertensão pulmonar ou EM. Alternativa E preservada junto da D para compatibilidade.",,,,
sim-me2simuladofinal50questoeshtml-28,ME2,,"Ponto 29 — Monitorização 27. Sobre a oximetria de pulso (SpO2), qual afirmação é INCORRETA?",Baseia-se na diferença de absorção de luz vermelha (660 nm) e infravermelha (940 nm) entre oxi e deso-xihemoglobina,A carboxihemoglobina (COHb) pode causar leitura falsamente elevada da SpO2,"A metahemoglobinemia tende a aproximar a SpO2 de 85%, independentemente da SaO2 real",Esmalte de unhas azul e preto interferem mais significativamente que vermelho e rosa || E) A SpO2 é confiável em estados de baixa perfusão periférica como choque e hipotermia grave,D,"27 — E — INCORRETA: SpO2 é NÃO confiável em baixa perfusão periférica (choque, hipotermia, vasoconstricção). COHb e MetHb interferem como descrito nas alternativas B e C (corretas). Alternativa E preservada junto da D para compatibilidade.",,,,
sim-me2simuladofinal50questoeshtml-29,ME2,,"Caso clínico: Paciente intubado em máquina de anestesia com circuito circular, fluxo de O2 fresco de 2 L/min e fluxo de ar de 1 L/min. O capnógrafo mostra CO2 expirado com plateau elevado e a curva não retorna a zero.

Ponto 30 — Equipamentos de Anestesia Caso clínico: Paciente intubado em máquina de anestesia com circuito circular, fluxo de O2 fresco de 2 L/min e fluxo de ar de 1 L/min. O capnógrafo mostra CO2 expirado com plateau elevado e a curva não retorna a zero. 28. A causa mais provável para este achado capnográfico é:",Desconexão do circuito,Absorvedor de CO2 esgotado (cal sodada saturada),Broncoespasmo grave com hiperinsuflação dinâmica,Intubação seletiva (endobrônquica) || E) Embolia pulmonar maciça,B,"28 — B — ETCO2 com plateau elevado não retornando a zero = reinalação de CO2 = cal sodada esgotada. Desconexão causaria capnograma plano; broncoespasmo causaria padrão em ""tubarão"" mas não elevação da linha de base. Alternativa E preservada junto da D para compatibilidade.",,,,
sim-me2simuladofinal50questoeshtml-3,ME2,,"Ponto 20 — Anestésicos Inalatórios 2. Sobre a CAM (Concentração Alveolar Mínima) dos anestésicos inalatórios, assinale a alternativa CORRETA:",A CAM aumenta com a idade avançada,A hipotermia aumenta a CAM,O desflurano apresenta a maior CAM dentre os halogenados modernos (~6%),A adição de óxido nitroso não altera a CAM do halogenado associado || E) Anemia grave (Hb < 5 g/dL) aumenta a CAM,C,"2 — C — CAM do desflurano ≈ 6–6,6%, a maior entre halogenados modernos. Idade avançada, hipotermia e opioides REDUZEM a CAM; N2O tem efeito aditivo. Alternativa E preservada junto da D para compatibilidade.",,,,
sim-me2simuladofinal50questoeshtml-30,ME2,,"Ponto 30 — Equipamentos de Anestesia 29. Sobre o vaporizador de anestésico inalatório, é CORRETO afirmar:",Os vaporizadores modernos (tipo TEC 7) são compensados para variações de temperatura e pressão atmosférica,O desflurano pode ser vaporizado em vaporizadores convencionais sem aquecimento,A concentração de saída do vaporizador é sempre exatamente igual ao dial independentemente do fluxo de gás fresco,"Vaporizadores são agente-específicos, mas podem ser intercambiados sem risco em emergências || E) A pressão do gás fresco acima de 1 bar não afeta o desempenho do vaporizador convencional",A,29 — A — Vaporizadores TEC 7/Aladin: compensados para temperatura e pressão. Desflurano exige vaporizador aquecido/pressurizado específico (Tec 6). Cada vaporizador é agente-específico e não intercambiável. Alternativa E preservada junto da D para compatibilidade.,,,,
sim-me2simuladofinal50questoeshtml-31,ME2,,"Ponto 30 — Equipamentos de Anestesia 30. Sobre os sistemas de reinalação (circuito circular), assinale a alternativa CORRETA:","No sistema de Mapleson A (Magill), o fluxo de gás fresco ideal para ventilação espontânea é ≥ 2 × volume-minuto",O circuito circular com absorvedor permite baixo fluxo de gás fresco por eliminar o CO2 expirado,A válvula unidirecional inspiratória deve estar no ramo expiratório do circuito circular,O sistema de Mapleson D é o mais eficiente para ventilação espontânea com baixo fluxo || E) Circuitos sem absorvedor de CO2 (Mapleson) são sempre preferíveis em adultos por menor resistência,B,"30 — B — Circuito circular com absorvedor: elimina CO2 quimicamente (cal sodada) → permite baixo fluxo de gás fresco. Mapleson A é eficiente para espontânea com 1× VM; válvulas unidirecionais ficam nos ramos, não opostos. Alternativa E preservada junto da D para compatibilidade.",,,,
sim-me2simuladofinal50questoeshtml-32,ME2,,"Caso clínico: Paciente de 60 anos, 70 kg, submetido à gastrectomia total por adenocarcinoma gástrico. Perda sanguínea estimada de 1200 mL. Hb pré-operatória de 9,5 g/dL. Hb intraoperatória (gasometria): 7,2 g/dL. Paciente estável hemodinamicamente, sem sinais de hipóxia tissular.

Ponto 31 — Fluidos e Hemoterapia Caso clínico: Paciente de 60 anos, 70 kg, submetido à gastrectomia total por adenocarcinoma gástrico. Perda sanguínea estimada de 1200 mL. Hb pré-operatória de 9,5 g/dL. Hb intraoperatória (gasometria): 7,2 g/dL. Paciente estável hemodinamicamente, sem sinais de hipóxia tissular. 31. Em relação à indicação de transfusão de concentrado de hemácias (CH), qual conduta é mais baseada em evidências?","Transfundir imediatamente, pois Hb < 8 g/dL é gatilho transfusional obrigatório em todo paciente cirúrgico","Manter conduta expectante com estratégia restritiva, transfundindo se Hb < 7 g/dL ou sinais de hipóxia tissular, conforme TRICC trial",Transfundir 2 CH para elevar Hb a 10 g/dL antes do fechamento cirúrgico,Transfundir plasma fresco congelado 1:1 com CH para prevenir coagulopatia dilucional || E) Usar apenas coloides para restaurar volemia e evitar qualquer transfusão de hemoderivados,B,"31 — B — Estratégia restritiva (TRICC): gatilho Hb 7 g/dL em estáveis sem cardiopatia isquêmica ativa. Paciente estável e assintomático → não transfundir com Hb 7,2. Alternativa E preservada junto da D para compatibilidade.",,,,
sim-me2simuladofinal50questoeshtml-33,ME2,,"Ponto 31 — Fluidos e Hemoterapia 32. Sobre as soluções cristaloides e coloides em anestesia, assinale a alternativa CORRETA:","O soro fisiológico 0,9% (NaCl) é a solução de reposição ideal por ser isotônico e não causar distúrbios eletrolíticos",O Ringer Lactato é contraindicado em politransfusão por risco de hipercalemia grave,"Os amidos (HES) de alta concentração estão associados a disfunção renal e coagulopatia, com restrição de uso em pacientes críticos","A albumina 4–5% é considerada coloide de primeira linha em todos os cenários de reposição volêmica intraoperatória || E) Soluções balanceadas (PlasmaLyte, Ringer Lactato) têm maior risco de acidose hiperclorêmica que o SF 0,9%",C,"32 — C — HES de alta geração: evidências de lesão renal e coagulopatia em críticos → restrição. SF 0,9% causa acidose hiperclorêmica (ClÂ elevado). Soluções balanceadas têm MENOR risco de acidose hiperclorêmica. Alternativa E preservada junto da D para compatibilidade.",,,,
sim-me2simuladofinal50questoeshtml-34,ME2,,"Caso clínico: Paciente de 50 anos, diabético, hipertenso, chega ao centro cirúrgico para laparotomia exploradora de urgência por abdome agudo. Gasometria arterial: pH 7,18; PaCO2 28 mmHg; HCO3 10 mEq/L; ânion gap 26 mEq/L; lactato 6 mmol/L.

Ponto 32 — Equilíbrio Ácido-Base Caso clínico: Paciente de 50 anos, diabético, hipertenso, chega ao centro cirúrgico para laparotomia exploradora de urgência por abdome agudo. Gasometria arterial: pH 7,18; PaCO2 28 mmHg; HCO3 10 mEq/L; ânion gap 26 mEq/L; lactato 6 mmol/L. 33. A interpretação correta da gasometria é:",Alcalose respiratória primária com acidose metabólica compensatória,Acidose metabólica de ânion gap elevado com compensação respiratória adequada (hipocapnia),Acidose respiratória com compensação metabólica incompleta,Distúrbio misto: acidose metabólica + alcalose respiratória primária concomitante || E) Acidose metabólica com ânion gap normal (hiperclorêmica) por perda de bicarbonato,B,"33 — B — pH 7,18, HCO3 10, AG 26 → acidose metabólica AG elevado (perda de bases/acúmulo de ácidos orgânicos); PaCO2 28 = compensação respiratória esperada (HCO3×1,5 + 8 ± 2 = 23 mmHg esperados → 28 = compensação adequada mas com distúrbio misto concomitante possível). Alternativa E preservada junto da D para compatibilidade.",,,,
